national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical
763,VII,Tsareena,Amajo,grass,,Fruit Pokémon,0,100,1.2,21.4,45,5120,72,120,98,50,98,72,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
764,VII,Comfey,Cuwawa,fairy,,Posy Picker Pokémon,24.9,75.1,0.1,0.3,60,5120,51,52,90,82,110,100,"['Flower Veil', 'Triage', 'Natural Cure (Hidden Ability)']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.0,0.0,0.0
765,VII,Oranguru,Yareyuutan,normal,psychic,Sage Pokémon,50.2,49.8,1.5,76.0,45,5120,90,60,80,90,110,60,"['Inner Focus', 'Telepathy', 'Symbiosis (Hidden Ability)']",1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0.0,0.0,0.0
766,VII,Passimian,Nagetukesaru,fighting,,Teamwork Pokémon,50.2,49.8,2.0,82.8,45,5120,100,120,90,40,60,80,"['Receiver', 'Defiant (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
767,VII,Wimpod,Kosokumushi,bug,water,Turn Tail Pokémon,50.2,49.8,0.5,12.0,90,5120,25,35,40,20,30,80,['Wimp Out'],1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0.0,0.0,0.0
768,VII,Golisopod,Gusokumusha,bug,water,Hard Scale Pokémon,50.2,49.8,2.0,108.0,45,5120,75,125,140,60,90,40,['Emergency Exit'],1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0.0,0.0,0.0
769,VII,Sandygast,Sunaba,ghost,ground,Sand Heap Pokémon,50.2,49.8,0.5,70.0,140,3840,55,55,80,70,45,15,"['Water Compaction', 'Sand Veil (Hidden Ability)']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.0,0.0,0.0
770,VII,Palossand,Sirodethna,ghost,ground,Sand Castle Pokémon,50.2,49.8,1.3,250.0,60,3840,85,75,110,100,75,35,"['Water Compaction', 'Sand Veil (Hidden Ability)']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.0,0.0,0.0
771,VII,Pyukumuku,Namakobushi,water,,Sea Cucumber Pokémon,50.2,49.8,0.3,1.2,60,3840,55,60,130,30,130,5,"['Innards Out', 'Unaware (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
772,VII,Type: Null,Type: Null,normal,,Synthetic Pokémon,,,1.9,120.5,3,30720,95,95,95,95,95,59,['Battle Armor'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0
773,VII,Silvally,Silvady,normal,,Synthetic Pokémon,,,2.3,100.5,3,30720,95,95,95,95,95,95,['RKS System'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0
774,VII,Minior,Meteno,rock,flying,Meteor Pokémon,,,0.3,40,30 (Meteorite)255 (Core),6400,60,60,100,60,100,60,['Shields Down'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.0,0.0,0.0
775,VII,Komala,Nekkoara,normal,,Drowsing Pokémon,50,50,0.4,19.9,45,5120,65,115,65,75,95,65,['Comatose'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
776,VII,Turtonator,Bakugames,fire,dragon,Blast Turtle Pokémon,50.2,49.8,2.0,212.0,70,5120,60,78,135,91,85,36,['Shell Armor'],1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,0.0,0.0,0.0
777,VII,Togedemaru,Togedemaru,electric,steel,Roly-Poly Pokémon,50.2,49.8,0.3,3.3,180,2560,65,98,63,40,73,96,"['Iron Barbs', 'Lightning Rod', 'Sturdy (Hidden Ability)']",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.0,0.0,0.0
778,VII,Mimikyu,Mimikkyu,ghost,fairy,Disguise Pokémon,50.2,49.8,0.2,0.7,45,5120,55,90,80,50,105,96,['Disguise'],0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,0.0,0.0,0.0
779,VII,Bruxish,Hagigishiri,water,psychic,Gnash Teeth Pokémon,50,50,0.9,19,80,3840,68,105,70,70,70,92,"['Dazzling', 'Strong Jaw', 'Wonder Skin (Hidden Ability)']",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0.0,0.0,0.0
780,VII,Drampa,Jijilong,normal,dragon,Placid Pokémon,50.2,49.8,3.0,185.0,70,5120,78,60,85,135,91,36,"['Berserk', 'Sap Sipper', 'Cloud Nine (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,0.0,0.0,0.0
781,VII,Dhelmise,Dadarin,ghost,grass,Sea Creeper Pokémon,,,3.9,210.0,25,6400,70,131,100,86,90,40,['Steelworker'],0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.0,0.0,0.0
782,VII,Jangmo-o,Jyarako,dragon,,Scaly Pokémon,50.2,49.8,0.6,29.7,45,10240,45,55,65,45,45,45,"['Bulletproof', 'Soundproof', 'Overcoat (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
783,VII,Hakamo-o,Jyarango,dragon,fighting,Scaly Pokémon,50.2,49.8,1.2,47.0,45,10240,55,75,90,65,70,65,"['Bulletproof', 'Soundproof', 'Overcoat (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,0.0,0.0,0.0
784,VII,Kommo-o,Jyararanga,dragon,fighting,Scaly Pokémon,50.2,49.8,1.6,78.2,45,10240,75,110,125,100,105,85,"['Bulletproof', 'Soundproof', 'Overcoat (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,0.0,0.0,0.0
785,VII,Tapu Koko,Kapu-kokeko,electric,fairy,Land Spirit Pokémon,,,1.8,20.5,3,3840,70,115,85,95,75,130,"['Electric Surge', 'Telepathy (Hidden Ability)']",1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,1.0,0.0,0.0
786,VII,Tapu Lele,Kapu-tetefu,psychic,fairy,Land Spirit Pokémon,,,1.2,18.6,3,3840,70,85,75,130,115,95,"['Psychic Surge', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,1.0,0.0,0.0
787,VII,Tapu Bulu,Kapu-bulul,grass,fairy,Land Spirit Pokémon,,,1.9,45.5,3,3840,70,130,115,85,95,75,"['Grassy Surge', 'Telepathy (Hidden Ability)']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,1.0,0.0,0.0
788,VII,Tapu Fini,Kapu-rehire,water,fairy,Land Spirit Pokémon,,,1.3,21.2,3,3840,70,75,115,95,130,85,"['Misty Surge', 'Telepathy (Hidden Ability)']",1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,1.0,0.0,0.0
789,VII,Cosmog,Cosmog,psychic,,Nebula Pokémon,,,0.2,0.1,45,30720,43,29,31,29,31,37,['Unaware'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,1.0,0.0
790,VII,Cosmoem,Cosmovum,psychic,,Protostar Pokémon,,,0.1,999.9,45,30720,43,29,131,29,131,37,['Sturdy'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,1.0,0.0
791,VII,Solgaleo,Solgaleo,psychic,steel,Sunne Pokémon,,,3.4,230.0,45,30720,137,137,107,113,89,97,['Full Metal Body'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.0,1.0,0.0
792,VII,Lunala,Lunala,psychic,ghost,Moone Pokémon,,,4.0,120.0,45,30720,137,113,89,137,107,97,['Shadow Shield'],0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,0.0,1.0,0.0
793,VII,Nihilego,Uturoid,rock,poison,Parasite Pokémon,,,1.2,55.5,45,30720,109,53,47,127,131,103,['Beast Boost'],0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,1.0,0.0,0.0
794,VII,Buzzwole,Massivoon,bug,fighting,Swollen Pokémon,,,2.4,333.6,45,30720,107,139,139,53,53,79,['Beast Boost'],1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1.0,0.0,0.0
795,VII,Pheromosa,Pheroache,bug,fighting,Lissome Pokémon,,,1.8,25.0,45,30720,71,137,37,137,37,151,['Beast Boost'],1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1.0,0.0,0.0
796,VII,Xurkitree,Denjyumoku,electric,,Glowing Pokémon,,,3.8,100.0,45,30720,83,89,71,173,71,83,['Beast Boost'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.0,0.0,0.0
797,VII,Celesteela,Tekkaguya,steel,flying,Launch Pokémon,,,9.2,999.9,45,30720,97,101,103,107,101,61,['Beast Boost'],0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,1.0,0.0,0.0
798,VII,Kartana,Kamiturugi,grass,steel,Drawn Sword Pokémon,,,0.3,0.1,45,30720,59,181,131,59,31,109,['Beast Boost'],0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1.0,0.0,0.0
799,VII,Guzzlord,Akuziking,dark,dragon,Junkivore Pokémon,,,5.5,888.0,45,30720,223,101,53,97,53,43,['Beast Boost'],1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,1.0,0.0,0.0
800,VII,Necrozma,Necrozma,psychic,psychic,Prism Pokémon,,,2.4,230.0,255,30720,97,107,101,127,89,79,['Prism Armor'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,1.0,0.0
801,VII,Magearna,Magearna,steel,fairy,Artificial Pokémon,,,1.0,80.5,3,30720,80,95,115,130,115,65,['Soul-Heart'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.0,0.0,1.0
802,VII,Marshadow,Marshadow,fighting,ghost,Gloomdweller Pokémon,,,0.7,22.2,3,30720,90,125,80,90,90,125,['Technician'],0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,0.0,0.0,1.0
803,VII,Poipole,Bevenom,poison,,Poison Pin Pokémon,,,0.6,1.8,45,30720,67,73,67,73,67,73,['Beast Boost'],1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1.0,0.0,0.0
804,VII,Naganadel,Agoyon,poison,dragon,Poison Pin Pokémon,,,3.6,150.0,45,30720,73,73,73,127,73,121,['Beast Boost'],1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,1.0,0.0,0.0
805,VII,Stakataka,Tsundetsunde,rock,steel,Rampart Pokémon,,,5.5,820.0,30,30720,61,131,211,53,101,13,['Beast Boost'],0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,1.0,0.0,0.0
806,VII,Blacephalon,Zugadon,fire,ghost,Fireworks Pokémon,,,1.8,13.0,30,30720,53,127,53,151,79,107,['Beast Boost'],0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.0,0.0,0.0
807,VII,Zeraora,Zeraora,electric,,Thunderclap Pokémon,,,1.5,44.5,3,30720,88,112,75,102,80,143,['Volt Absorb'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,1.0
808,VII,Meltan,Meltan,steel,,Hex Nut Pokémon,,,0.2,8.0,3,30720,46,65,65,55,35,34,['Magnet Pull'],0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0,0.0,1.0
809,VII,Melmetal,Melmetal,steel,,Hex Nut Pokémon,,,2.5,800.0,3,30720,135,143,143,80,65,34,['Iron Fist'],0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
810,VIII,Grookey,Sarunori,grass,,Chimp Pokémon,88.14,11.86,0.3,5.0,45,5120,50,65,50,40,40,65,"['Overgrow', 'Grassy Surge (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
811,VIII,Thwackey,Bachinki,grass,,Beat Pokémon,88.14,11.86,0.7,14.0,45,5120,70,85,70,55,60,80,"['Overgrow', 'Grassy Surge (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
812,VIII,Rillaboom,Gorilander,grass,,Drummer Pokémon,88.14,11.86,2.1,90.0,45,5120,100,125,90,60,70,85,"['Overgrow', 'Grassy Surge (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
813,VIII,Scorbunny,Hibanny,fire,,Rabbit Pokémon,88.14,11.86,0.3,4.5,45,5120,50,71,40,40,40,69,"['Blaze', 'Libero (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
814,VIII,Raboot,Rabbifoot,fire,,Rabbit Pokémon,88.14,11.86,0.6,9.0,45,5120,65,86,60,55,60,94,"['Blaze', 'Libero (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
815,VIII,Cinderace,Aceburn,fire,,Striker Pokémon,88.14,11.86,1.4,33.0,45,5120,80,116,75,65,75,119,"['Blaze', 'Libero (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
816,VIII,Sobble,Messon,water,,Water Lizard Pokémon,88.14,11.86,0.3,4.0,45,5120,50,40,40,70,40,70,"['Torrent', 'Sniper (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
817,VIII,Drizzile,Jimeleon,water,,Water Lizard Pokémon,88.14,11.86,0.7,11.5,45,5120,65,60,55,95,55,90,"['Torrent', 'Sniper (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
818,VIII,Inteleon,Inteleon,water,,Secret Agent Pokémon,88.14,11.86,1.9,45.2,45,5120,70,85,65,125,65,120,"['Torrent', 'Sniper (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
819,VIII,Skwovet,Hoshigarisu,normal,,Cheeky Pokémon,50.2,49.8,0.3,2.5,255,5120,70,55,55,35,35,25,"['Cheek Pouch', 'Gluttony (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
820,VIII,Greedent,Yokubarisu,normal,,Greedy Pokémon,50.2,49.8,0.6,6.0,90,5120,120,95,95,55,75,20,"['Cheek Pouch', 'Gluttony (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
821,VIII,Rookidee,Kokogara,flying,,Tiny Bird Pokémon,50.2,49.8,0.2,1.8,255,3840,38,47,35,33,35,57,"['Keen Eye', 'Unnerve', 'Big Pecks (Hidden Ability)']",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0.0,0.0,0.0
822,VIII,Corvisquire,Aogarasu,flying,,Raven Pokémon,50.2,49.8,0.8,16.0,120,3840,68,67,55,43,55,77,"['Keen Eye', 'Unnerve', 'Big Pecks (Hidden Ability)']",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0.0,0.0,0.0
823,VIII,Corviknight,Armorga,flying,steel,Raven Pokémon,50.2,49.8,2.2,75.0,45,3840,98,87,105,53,85,67,"['Pressure', 'Unnerve', 'Mirror Armor (Hidden Ability)']",0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,0.0,0.0,0.0
824,VIII,Blipbug,Satchimushi,bug,,Larva Pokémon,50.2,49.8,0.4,8.0,255,3840,25,20,20,25,45,45,"['Swarm', 'Compoundeyes', 'Telepathy (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
825,VIII,Dottler,Redomushi,bug,psychic,Radome Pokémon,50.2,49.8,0.4,19.5,120,3840,50,35,80,50,90,30,"['Swarm', 'Compoundeyes', 'Telepathy (Hidden Ability)']",1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.0,0.0,0.0
826,VIII,Orbeetle,Iorofu,bug,psychic,Seven Spot Pokémon,50.2,49.8,0.4,40.8,45,3840,60,45,110,80,120,90,"['Swarm', 'Frisk', 'Telepathy (Hidden Ability)']",1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.0,0.0,0.0
827,VIII,Nickit,Kusune,dark,,Fox Pokémon,50.2,49.8,0.6,8.9,255,3840,40,28,28,47,52,50,"['Run Away', 'Unburden', 'Stakeout (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
828,VIII,Thievul,Fokusurai,dark,,Fox Pokémon,50.2,49.8,1.2,19.9,127,3840,70,58,58,87,92,90,"['Run Away', 'Unburden', 'Stakeout (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
829,VIII,Gossifleur,Himenka,grass,,Flowering Pokémon,50.2,49.8,0.4,2.2,190,5120,40,40,60,40,60,10,"['Cotton Down', 'Regenerator', 'Effect Spore (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
830,VIII,Eldegoss,Watashiraga,grass,,Cotton Bloom Pokémon,50.2,49.8,0.5,2.5,75,5120,60,50,90,80,120,60,"['Cotton Down', 'Regenerator', 'Effect Spore (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
831,VIII,Wooloo,Wooloo,normal,,Sheep Pokémon,50.2,49.8,0.6,6.0,255,3840,42,40,55,40,45,48,"['Fluffy', 'Run Away', 'Bulletproof (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
832,VIII,Dubwool,Baiwooloo,normal,,Sheep Pokémon,50.2,49.8,1.3,43.0,127,3840,72,80,100,60,90,88,"['Fluffy', 'Steadfast', 'Bulletproof (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
833,VIII,Chewtle,Kamukame,water,,Snapping Pokémon,50.2,49.8,0.3,8.5,255,5120,50,64,50,38,38,44,"['Strong Jaw', 'Shell Armor', 'Swift Swim (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
834,VIII,Drednaw,Kajiragame,water,rock,Bite Pokémon,50.2,49.8,1.0,115.5,75,5120,90,115,90,48,68,74,"['Strong Jaw', 'Shell Armor', 'Swift Swim (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
835,VIII,Yamper,Wanpachi,electric,,Puppy Pokémon,50.2,49.8,0.3,13.5,255,5120,59,45,50,40,50,26,"['Ball Fetch', 'Rattled (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
836,VIII,Boltund,Pulsewan,electric,,Dog Pokémon,50.2,49.8,1.0,34.0,45,5120,69,90,60,90,60,121,"['Strong Jaw', 'Competitive (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
837,VIII,Rolycoly,Tandon,rock,,Coal Pokémon,50.2,49.8,0.3,12.0,255,3840,30,40,50,40,50,30,"['Steam Engine', 'Heatproof', 'Flash Fire (Hidden Ability)']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.0,0.0,0.0
838,VIII,Carkol,Troggon,rock,fire,Coal Pokémon,50.2,49.8,1.1,78.0,120,3840,80,60,90,60,70,50,"['Steam Engine', 'Flame Body', 'Flash Fire (Hidden Ability)']",0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
839,VIII,Coalossal,Sekitanzan,rock,fire,Coal Pokémon,50.2,49.8,2.8,310.5,45,3840,110,80,120,80,90,30,"['Steam Engine', 'Flame Body', 'Flash Fire (Hidden Ability)']",0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
840,VIII,Applin,Kajitchu,grass,dragon,Apple Core Pokémon,50.2,49.8,0.2,0.5,255,5120,40,40,80,40,40,20,"['Ripen', 'Gluttony', 'Bulletproof (Hidden Ability)']",1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.0,0.0,0.0
841,VIII,Flapple,Appryu,grass,dragon,Apple Wing Pokémon,50.2,49.8,0.3,1.0,45,5120,70,110,80,95,60,70,"['Ripen', 'Gluttony', 'Hustle (Hidden Ability)']",1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.0,0.0,0.0
842,VIII,Appletun,Tarupple,grass,dragon,Apple Nectar Pokémon,50.2,49.8,0.4,13.0,45,5120,110,85,80,100,80,30,"['Ripen', 'Gluttony', 'Thick Fat (Hidden Ability)']",1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.0,0.0,0.0
843,VIII,Silicobra,Snahebi,ground,,Sand Snake Pokémon,50.2,49.8,2.2,7.6,255,5120,52,57,75,35,50,46,"['Sand Spit', 'Shed Skin', 'Sand Veil (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
844,VIII,Sandaconda,Sadaija,ground,,Sand Snake Pokémon,50.2,49.8,3.8,65.5,120,5120,72,107,125,65,70,71,"['Sand Spit', 'Shed Skin', 'Sand Veil (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
845,VIII,Cramorant,Uu,flying,water,Gulp Pokémon,50.2,49.8,0.8,18.0,45,5120,70,85,55,85,95,85,['Gulp Missile'],1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
846,VIII,Arrokuda,Sashikamasu,water,,Rush Pokémon,50.2,49.8,0.5,1.0,255,5120,41,63,40,40,30,66,"['Swift Swim', 'Propeller Tail (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
847,VIII,Barraskewda,Kamasujoo,water,,Skewer Pokémon,50.2,49.8,1.3,30.0,60,5120,61,123,60,60,50,136,"['Swift Swim', 'Propeller Tail (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
848,VIII,Toxel,Elezun,electric,poison,Baby Pokémon,50.2,49.8,0.4,11.0,75,6400,40,38,35,54,35,40,"['Rattled', 'Static', 'Klutz (Hidden Ability)']",1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0.0,0.0,0.0
849,VIII,Toxtricity,Sutorinda,electric,poison,Punk Pokémon,50.2,49.8,1.6,40.0,45,6400,75,98,70,114,70,75,"['Punk Rock', 'Plus', 'Technician (Hidden) (Amped Form)', 'Punk Rock- Minus', 'Technician (Hidden)  (Low Key Form)']",1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0.0,0.0,0.0
850,VIII,Sizzlipede,Yakuda,fire,bug,Radiator Pokémon,50.2,49.8,0.7,1.0,190,5120,50,65,45,50,50,45,"['Flash Fire', 'White Smoke', 'Flame Body (Hidden Ability)']",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,0.0,0.0,0.0
851,VIII,Centiskorch,Maruyakude,fire,bug,Radiator Pokémon,50.2,49.8,3.0,120.0,75,5120,100,115,65,90,90,65,"['Flash Fire', 'White Smoke', 'Flame Body (Hidden Ability)']",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,0.0,0.0,0.0
852,VIII,Clobbopus,Tatakko,fighting,,Tantrum Pokémon,50.2,49.8,0.6,4.0,180,6400,50,68,60,50,50,32,"['Limber', 'Technician (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
853,VIII,Grapploct,Otosupasu,fighting,,Jujitsu Pokémon,50.2,49.8,1.6,39.0,45,6400,80,118,90,70,80,42,"['Limber', 'Technician (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
854,VIII,Sinistea,Yabacha,ghost,,Black Tea Pokémon,,,0.1,0.2,120,5120,40,45,45,74,54,50,"['Weak Armor', 'Cursed Body (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
855,VIII,Polteageist,Potdesu,ghost,,Black Tea Pokémon,,,0.2,0.4,60,5120,60,65,65,134,114,70,"['Weak Armor', 'Cursed Body (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
856,VIII,Hatenna,Miburimu,psychic,,Calm Pokémon,0,100,0.4,3.4,235,5120,42,30,45,56,53,39,"['Healer', 'Anticipation', 'Magic Bounce (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
